id,groupId,name,uniqueId,status,lastUpdate,positionId,phone,vehicleModel,contact,category,disabled,vltdmodel,serialNo,iccid,createdon,vltd_make,simno1,network1,sim1_expiry,simno2,network2,sim2_expiry,vstate,rto_code,vehicleMake,chasisno,engineno,manufacture_year,permit_holder,sos_status,sos_eventid,otpverified,altContactPerson,altPhone,groupName,deviceActivationStatus,iccIdValidUpto,activationRcptNo,deviceActivatedUpto,deviceActivationDate,createdBy,attributes.Name,attributes.fgdf,attributes.key
10,5,e2459db5-3,367276,other,2022-08-27T14:54:58.000+00:00,7623423,5555577777,,4444477777,Car,false,,aed83f26-4578-11ed-8bbd-000d3a086e78,aed83f2c-4578-11ed-8bbd-000d3a086e78,2022-03-29T07:12:11.000+00:00,,,,2022-03-30T00:00:00.000+00:00,,,2022-03-29T00:00:00.000+00:00,state11,CG05,,aed83efa-4578-11ed-8bbd-000d3a086e78,0a7c4ce0-4c00-11ed-8bbd-000d3a086e78,2019,sara update,false,0,false,asaSA,9854678654,ABC,pending,2022-10-01T00:00:00.000+00:00,fd23f3ee-4597-11ed-8bbd-000d3a086e78,2022-10-01T00:00:00.000+00:00,2022-10-01T00:00:00.000+00:00,33
11,5,e2459f51-3,260668,other,2022-08-27T14:54:58.000+00:00,7623424,5656565656,TMC,6574324567,,false,,aed846eb-4578-11ed-8bbd-000d3a086e78,aed846f0-4578-11ed-8bbd-000d3a086e78,2022-03-29T07:12:11.000+00:00,,,,2023-09-12T00:00:00.000+00:00,,,2022-11-23T00:00:00.000+00:00,,,,aed846e1-4578-11ed-8bbd-000d3a086e78,0a7c4fb4-4c00-11ed-8bbd-000d3a086e78,0,terw,false,0,false,,,ABC,pending,2022-10-01T00:00:00.000+00:00,fd23f781-4597-11ed-8bbd-000d3a086e78,2022-10-01T00:00:00.000+00:00,2022-10-01T00:00:00.000+00:00,33
12,0,e2459fae-3,3604263339,other,2022-08-27T14:54:58.000+00:00,7623425,,,,Truck,false,,aed847ca-4578-11ed-8bbd-000d3a086e78,aed847cf-4578-11ed-8bbd-000d3a086e78,2022-03-29T07:12:11.000+00:00,,,,2022-03-29T07:12:14.000+00:00,,,2022-03-29T07:12:14.000+00:00,,,,aed847c3-4578-11ed-8bbd-000d3a086e78,0a7c524f-4c00-11ed-8bbd-000d3a086e78,0,,true,539647,false,,,,pending,2022-10-01T00:00:00.000+00:00,fd23f8bd-4597-11ed-8bbd-000d3a086e78,2022-10-01T00:00:00.000+00:00,2022-10-01T00:00:00.000+00:00,33
14,0,e245a000-3,1727374748,other,2022-08-27T14:54:58.000+00:00,7623426,,,,Truck,false,,aed8510c-4578-11ed-8bbd-000d3a086e78,aed85112-4578-11ed-8bbd-000d3a086e78,2022-03-29T07:12:11.000+00:00,,,,2022-03-29T07:12:14.000+00:00,,,2022-03-29T07:12:14.000+00:00,,,,aed850ff-4578-11ed-8bbd-000d3a086e78,0a7c531b-4c00-11ed-8bbd-000d3a086e78,0,,true,539650,false,,,,pending,2022-10-01T00:00:00.000+00:00,fd23f9c6-4597-11ed-8bbd-000d3a086e78,2022-10-01T00:00:00.000+00:00,2022-10-01T00:00:00.000+00:00,33
15,0,e245a046-3,866136042633391,other,2022-09-03T05:58:34.000+00:00,7683430,,,,Truck,false,,aed85543-4578-11ed-8bbd-000d3a086e78,aed85548-4578-11ed-8bbd-000d3a086e78,2022-03-29T07:12:11.000+00:00,,,,2022-03-29T07:12:14.000+00:00,,,2022-03-29T07:12:14.000+00:00,,,,aed8553c-4578-11ed-8bbd-000d3a086e78,0a7c53bf-4c00-11ed-8bbd-000d3a086e78,0,,true,539653,false,,,,pending,2022-10-01T00:00:00.000+00:00,fd23faa8-4597-11ed-8bbd-000d3a086e78,2022-10-01T00:00:00.000+00:00,2022-10-01T00:00:00.000+00:00,33
16,0,e245a08b-3,736004226343390,other,,0,,,,Bus,false,,aed85e00-4578-11ed-8bbd-000d3a086e78,aed85e06-4578-11ed-8bbd-000d3a086e78,2022-03-29T07:12:11.000+00:00,,,,2022-03-29T07:12:14.000+00:00,,,2022-03-29T07:12:14.000+00:00,,,,aed85df8-4578-11ed-8bbd-000d3a086e78,0a7c5727-4c00-11ed-8bbd-000d3a086e78,0,,false,0,false,,,,pending,2022-10-01T00:00:00.000+00:00,fd23fb84-4597-11ed-8bbd-000d3a086e78,2022-10-01T00:00:00.000+00:00,2022-10-01T00:00:00.000+00:00,33
45,0,e245a0d1-3,1703215133,other,2020-02-03T19:06:07.000+00:00,592628,,,,Truck,false,,aed85ea8-4578-11ed-8bbd-000d3a086e78,aed85ead-4578-11ed-8bbd-000d3a086e78,2022-03-29T07:12:11.000+00:00,,,,2022-03-29T07:12:14.000+00:00,,,2022-03-29T07:12:14.000+00:00,,,,aed85ea1-4578-11ed-8bbd-000d3a086e78,0a7c57b7-4c00-11ed-8bbd-000d3a086e78,0,,false,0,false,,,,pending,2022-10-01T00:00:00.000+00:00,fd23fc22-4597-11ed-8bbd-000d3a086e78,2022-10-01T00:00:00.000+00:00,2022-10-01T00:00:00.000+00:00,33,Chinese_Watch
106,0,e245a123-3,864376047794853,other,2022-07-05T05:29:39.000+00:00,7154297,9445624172,MANSI GPS,8210051026,Bus,false,VLTDMODEL001,aed85f46-4578-11ed-8bbd-000d3a086e78,aed85f4b-4578-11ed-8bbd-000d3a086e78,,MAKE001,10194543785348234,BSNL,2022-03-29T00:00:00.000+00:00,50594543785348234,Reliance Jio,2022-03-29T00:00:00.000+00:00,Chhattisgarh,CG12,MAKE001,aed85f3f-4578-11ed-8bbd-000d3a086e78,0a7c5845-4c00-11ed-8bbd-000d3a086e78,0,TEST PERMIT HOLDER,false,0,false,TEST PERMIT HOLDER,1973462580,,pending,2022-10-01T00:00:00.000+00:00,fd23fcbf-4597-11ed-8bbd-000d3a086e78,2022-10-01T00:00:00.000+00:00,2022-10-01T00:00:00.000+00:00,33,
107,0,e245a280-3,864376047792386,other,2022-07-05T05:29:39.000+00:00,7154298,9445621615,MANSI GPS,,Truck,false,,aed85ff7-4578-11ed-8bbd-000d3a086e78,aed85ffd-4578-11ed-8bbd-000d3a086e78,2022-03-29T07:12:11.000+00:00,,,,2022-03-29T07:12:14.000+00:00,,,2022-03-29T07:12:14.000+00:00,,,,aed85ff1-4578-11ed-8bbd-000d3a086e78,0a7c58ea-4c00-11ed-8bbd-000d3a086e78,0,,false,0,false,,,,pending,2022-10-01T00:00:00.000+00:00,fd23fd78-4597-11ed-8bbd-000d3a086e78,2022-10-01T00:00:00.000+00:00,2022-10-01T00:00:00.000+00:00,33,
118,0,e245abc6-3,864376047776405,other,2021-07-07T07:05:42.000+00:00,3422623,9445623945,MANSI GPS,,Truck,false,,aed869a8-4578-11ed-8bbd-000d3a086e78,aed869ae-4578-11ed-8bbd-000d3a086e78,2022-03-29T07:12:11.000+00:00,,,,2022-03-29T07:12:14.000+00:00,,,2022-03-29T07:12:14.000+00:00,,,,aed869a2-4578-11ed-8bbd-000d3a086e78,0a7c5e4e-4c00-11ed-8bbd-000d3a086e78,0,,false,0,false,,,,pending,2022-10-01T00:00:00.000+00:00,fd2406b3-4597-11ed-8bbd-000d3a086e78,2022-10-01T00:00:00.000+00:00,2022-10-01T00:00:00.000+00:00,33,,
119,0,e245ac39-3,864376047775696,other,2021-07-12T07:12:33.000+00:00,3494667,9445288707,MANSI GPS,,Bike,false,,aed86a2c-4578-11ed-8bbd-000d3a086e78,aed86a32-4578-11ed-8bbd-000d3a086e78,2022-03-29T07:12:11.000+00:00,,,,2022-03-29T07:12:14.000+00:00,,,2022-03-29T07:12:14.000+00:00,,,,aed86a26-4578-11ed-8bbd-000d3a086e78,0a7c5ec8-4c00-11ed-8bbd-000d3a086e78,0,,false,0,false,,,,pending,2022-10-01T00:00:00.000+00:00,fd240732-4597-11ed-8bbd-000d3a086e78,2022-10-01T00:00:00.000+00:00,2022-10-01T00:00:00.000+00:00,33,,
120,0,e245acab-3,864376047770291,other,2021-07-12T07:20:32.000+00:00,3493433,9445290928,MANSI GPS,,Truck,false,,aed86ab1-4578-11ed-8bbd-000d3a086e78,aed86ab7-4578-11ed-8bbd-000d3a086e78,2022-03-29T07:12:11.000+00:00,,,,2022-03-29T07:12:14.000+00:00,,,2022-03-29T07:12:14.000+00:00,,,,aed86aab-4578-11ed-8bbd-000d3a086e78,0a7c5f43-4c00-11ed-8bbd-000d3a086e78,0,,true,1,false,,,,pending,2022-10-01T00:00:00.000+00:00,fd2407b3-4597-11ed-8bbd-000d3a086e78,2022-10-01T00:00:00.000+00:00,2022-10-01T00:00:00.000+00:00,33,,
121,0,e245ad1c-3,864376047767917,other,2021-07-06T07:10:56.000+00:00,3397525,9445291918,MANSI GPS,,Truck,false,,aed86b36-4578-11ed-8bbd-000d3a086e78,aed86b3c-4578-11ed-8bbd-000d3a086e78,2022-03-29T07:12:11.000+00:00,,,,2022-03-29T07:12:14.000+00:00,,,2022-03-29T07:12:14.000+00:00,,,,aed86b30-4578-11ed-8bbd-000d3a086e78,0a7c5fbd-4c00-11ed-8bbd-000d3a086e78,0,,false,0,false,,,,pending,2022-10-01T00:00:00.000+00:00,fd240834-4597-11ed-8bbd-000d3a086e78,2022-10-01T00:00:00.000+00:00,2022-10-01T00:00:00.000+00:00,33,,
122,0,e245b0b6-3,864376047779193,other,2021-09-09T08:49:46.000+00:00,4251151,9445620460,MANSI GPS,,Truck,false,,aed86bbc-4578-11ed-8bbd-000d3a086e78,aed86bc1-4578-11ed-8bbd-000d3a086e78,2022-03-29T07:12:11.000+00:00,,,,2022-03-29T07:12:14.000+00:00,,,2022-03-29T07:12:14.000+00:00,,,,aed86bb5-4578-11ed-8bbd-000d3a086e78,0a7c6037-4c00-11ed-8bbd-000d3a086e78,0,,false,0,false,,,,pending,2022-10-01T00:00:00.000+00:00,fd2408b7-4597-11ed-8bbd-000d3a086e78,2022-10-01T00:00:00.000+00:00,2022-10-01T00:00:00.000+00:00,33,,
123,0,,8643760477801831,other,2022-01-24T12:47:53.000+00:00,5550131,9445619322,MANSI GPS,,Truck,false,,BND1B1I041900002382,89913020012201708222,2022-03-29T07:12:11.000+00:00,,,,2022-03-29T07:12:14.000+00:00,,,2022-03-29T07:12:14.000+00:00,,,,86C3B457811ED8000D3A086F78,0a7c60b3-4c00-11ed-8bbd-000d3a086e78,1998,kera,false,0,false,,,,pending,2022-10-01T00:00:00.000+00:00,fd240938-4597-11ed-8bbd-000d3a086e78,2022-10-01T00:00:00.000+00:00,2022-10-01T00:00:00.000+00:00,33,,
124,0,e245b1a0-3,864376047777155,other,2021-07-06T09:18:40.000+00:00,3399923,9445624100,MANSI GPS,,Bus,false,,aed86cc4-4578-11ed-8bbd-000d3a086e78,aed86cca-4578-11ed-8bbd-000d3a086e78,2022-03-29T07:12:11.000+00:00,,,,2022-03-29T07:12:14.000+00:00,,,2022-03-29T07:12:14.000+00:00,,,,aed86cbe-4578-11ed-8bbd-000d3a086e78,0a7c613a-4c00-11ed-8bbd-000d3a086e78,0,,false,0,false,,,,pending,2022-10-01T00:00:00.000+00:00,fd2409b9-4597-11ed-8bbd-000d3a086e78,2022-10-01T00:00:00.000+00:00,2022-10-01T00:00:00.000+00:00,33,,
125,0,e245b217-3,864376047810154,other,2021-04-01T10:55:15.000+00:00,3142461,9445277699,MANSI GPS,,Bike,false,,aed86d46-4578-11ed-8bbd-000d3a086e78,aed86d4c-4578-11ed-8bbd-000d3a086e78,2022-03-29T07:12:11.000+00:00,,,,2022-03-29T07:12:14.000+00:00,,,2022-03-29T07:12:14.000+00:00,,,,aed86d40-4578-11ed-8bbd-000d3a086e78,0a7c62b6-4c00-11ed-8bbd-000d3a086e78,0,,false,0,false,,,,pending,2022-10-01T00:00:00.000+00:00,fd240a38-4597-11ed-8bbd-000d3a086e78,2022-10-01T00:00:00.000+00:00,2022-10-01T00:00:00.000+00:00,33,,
126,0,e245b28c-3,864376047792907,other,2021-07-05T12:33:38.000+00:00,3390541,9445622943,MANSI GPS,,Truck,false,,aed86dc9-4578-11ed-8bbd-000d3a086e78,aed86dce-4578-11ed-8bbd-000d3a086e78,2022-03-29T07:12:11.000+00:00,,,,2022-03-29T07:12:14.000+00:00,,,2022-03-29T07:12:14.000+00:00,,,,aed86dc3-4578-11ed-8bbd-000d3a086e78,0a7c6332-4c00-11ed-8bbd-000d3a086e78,0,,false,0,false,,,,pending,2022-10-01T00:00:00.000+00:00,fd240ab6-4597-11ed-8bbd-000d3a086e78,2022-10-01T00:00:00.000+00:00,2022-10-01T00:00:00.000+00:00,33,,
127,56,e245b302-3,864376047800007,other,2021-09-09T08:47:02.000+00:00,4252011,9445621085,MANSI GPS,,Truck,false,,aed86e4c-4578-11ed-8bbd-000d3a086e78,aed86e52-4578-11ed-8bbd-000d3a086e78,2022-03-29T07:12:11.000+00:00,,,,2022-03-29T07:12:14.000+00:00,,,2022-03-29T07:12:14.000+00:00,,,,aed86e46-4578-11ed-8bbd-000d3a086e78,0a7c63ac-4c00-11ed-8bbd-000d3a086e78,0,,false,0,false,,,New test grpp,pending,2022-10-01T00:00:00.000+00:00,fd240b35-4597-11ed-8bbd-000d3a086e78,2022-10-01T00:00:00.000+00:00,2022-10-01T00:00:00.000+00:00,33,,
128,0,e245b379-3,864376047794630,other,2021-07-10T08:34:52.000+00:00,3446954,9445625738,MANSI GPS,,Bus,false,,aed86ed5-4578-11ed-8bbd-000d3a086e78,aed86eda-4578-11ed-8bbd-000d3a086e78,2022-03-29T07:12:11.000+00:00,,,,2022-03-29T07:12:14.000+00:00,,,2022-03-29T07:12:14.000+00:00,,,,aed86ecf-4578-11ed-8bbd-000d3a086e78,0a7c642a-4c00-11ed-8bbd-000d3a086e78,0,,false,0,false,,,,pending,2022-10-01T00:00:00.000+00:00,fd240bb9-4597-11ed-8bbd-000d3a086e78,2022-10-01T00:00:00.000+00:00,2022-10-01T00:00:00.000+00:00,33,,
